Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000000055	Isolate	3235245	115	64180	49.91	97.92	0.38	89.92	99.67	94.7	20	GUT_GENOME000224	MGYG000000055	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum intestinale	ERS2046317	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000055/genomes1/MGYG000000055.gff.gz
MGYG000000056	Isolate	3324937	81	106893	47.72	99.43	0.75	91.6	99.67	99.42	20	GUT_GENOME000225	MGYG000000056	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002358615	ERS2046318	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000056/genomes1/MGYG000000056.gff.gz
MGYG000000057	Isolate	4370351	131	81097	45.93	98.51	0.37	0.0	99.67	99.49	20	GUT_GENOME000231	MGYG000000057	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp002491635	ERS2046324	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000057/genomes1/MGYG000000057.gff.gz
MGYG000000058	Isolate	3448185	31	187347	42.48	97.91	2.11	82.35	99.74	99.83	20	GUT_GENOME000232	MGYG000000058	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_I;s__Eubacterium_I sp900066595	ERS852500	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000058/genomes1/MGYG000000058.gff.gz
MGYG000000059	Isolate	2886884	33	164784	56.38	99.33	0.0	0.0	99.74	99.86	20	GUT_GENOME000236	MGYG000000059	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066645	ERS852507	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000059/genomes1/MGYG000000059.gff.gz
MGYG000000060	Isolate	3236509	50	437259	37.95	98.66	0.0	0.0	99.67	99.83	20	GUT_GENOME000237	MGYG000000060	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens_A	ERS852492	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000060/genomes1/MGYG000000060.gff.gz
MGYG000000061	Isolate	2183788	93	43584	60.12	99.19	0.81	94.12	99.61	99.45	20	GUT_GENOME000243	MGYG000000061	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_E	ERS852514	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000061/genomes1/MGYG000000061.gff.gz
MGYG000000062	Isolate	3140386	25	445289	28.6	100.0	0.0	89.08	99.74	99.83	19	GUT_GENOME000245	MGYG000000062	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Intestinibacter;s__Intestinibacter bartlettii	ERS852516	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000062/genomes1/MGYG000000062.gff.gz
MGYG000000063	Isolate	4293331	28	393000	45.12	100.0	0.71	94.96	99.67	99.76	20	GUT_GENOME000246	MGYG000000063	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Emergencia;s__Emergencia sp900066695	ERS852517	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000063/genomes1/MGYG000000063.gff.gz
MGYG000000064	Isolate	3139911	58	382368	28.1	99.19	1.61	94.96	79.0	86.12	20	GUT_GENOME000248	MGYG000000064	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium baratii	ERS852519	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000064/genomes1/MGYG000000064.gff.gz
MGYG000000065	Isolate	3036063	99	90384	37.68	99.33	2.68	0.0	82.45	99.69	19	GUT_GENOME000250	MGYG000000065	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes sp900066705	ERS852521	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000065/genomes1/MGYG000000065.gff.gz
MGYG000000066	Isolate	5871603	159	63453	48.78	100.0	3.64	0.0	99.61	99.83	20	GUT_GENOME000259	MGYG000000066	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp900066755	ERS852531	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000066/genomes1/MGYG000000066.gff.gz
MGYG000000067	Isolate	3710135	84	93953	43.66	95.32	0.58	0.0	99.61	99.62	20	GUT_GENOME000260	MGYG000000067	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium_B;s__Lachnoclostridium_B sp900066765	ERS852532	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000067/genomes1/MGYG000000067.gff.gz
MGYG000000068	Isolate	2991491	80	86335	57.1	99.33	0.34	0.0	99.74	99.83	20	GUT_GENOME000266	MGYG000000068	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum sp900291975	ERS852539	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000068/genomes1/MGYG000000068.gff.gz
MGYG000000069	Isolate	3099132	58	179434	50.04	99.33	0.0	92.44	99.67	99.86	20	GUT_GENOME000268	MGYG000000069	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Clostridium_A;s__Clostridium_A leptum	ERS852541	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000069/genomes1/MGYG000000069.gff.gz
MGYG000000070	Isolate	3806775	87	101352	57.2	97.99	0.13	0.0	99.74	99.86	20	GUT_GENOME000269	MGYG000000070	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900066825	ERS852543	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000070/genomes1/MGYG000000070.gff.gz
MGYG000000071	Isolate	3913719	111	78897	59.52	96.31	0.0	94.12	99.74	99.86	20	GUT_GENOME000271	MGYG000000071	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor;s__Pseudoflavonifractor capillosus	ERS852545	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000071/genomes1/MGYG000000071.gff.gz
MGYG000000072	Isolate	2648835	158	100168	37.01	98.66	0.0	0.0	99.74	99.73	20	GUT_GENOME000272	MGYG000000072	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__UBA1394 sp900066845	ERS852546	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000072/genomes1/MGYG000000072.gff.gz
MGYG000000073	Isolate	2615710	20	268822	56.68	99.19	0.81	94.96	99.67	99.79	20	GUT_GENOME000279	MGYG000000073	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__GCA-900066905;g__GCA-900066905;s__GCA-900066905 sp900066905	ERS852553	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000073/genomes1/MGYG000000073.gff.gz
MGYG000000074	Isolate	3211686	23	196597	58.21	99.28	0.48	94.96	99.67	99.66	20	GUT_GENOME000285	MGYG000000074	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	ERS852559	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000074/genomes1/MGYG000000074.gff.gz
MGYG000000075	Isolate	3140683	70	369043	27.0	99.3	0.23	89.92	99.74	94.97	20	GUT_GENOME000290	MGYG000000075	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Paraclostridium;s__Paraclostridium tenue	ERS852564	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000075/genomes1/MGYG000000075.gff.gz
MGYG000000076	Isolate	4318260	115	95257	42.41	98.55	0.41	0.0	99.61	99.83	20	GUT_GENOME000295	MGYG000000076	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia intestinalis	ERS852572	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000076/genomes1/MGYG000000076.gff.gz
MGYG000000077	Isolate	3184592	61	102285	37.92	100.0	1.34	82.35	99.74	78.26	19	GUT_GENOME000299	MGYG000000077	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum soehngenii	ERS852576	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000077/genomes1/MGYG000000077.gff.gz
MGYG000000078	Isolate	3032544	30	267346	36.51	98.66	0.0	0.0	99.67	99.79	20	GUT_GENOME000308	MGYG000000078	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae_A	ERS852499	ERP012217	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000078/genomes1/MGYG000000078.gff.gz
MGYG000000079	Isolate	2825544	128	51434	47.85	99.34	0.0	94.96	99.67	99.73	20	GUT_GENOME000319	MGYG000000079	d__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;s__Exiguobacterium sp902362975	ERS2046334	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000079/genomes1/MGYG000000079.gff.gz
MGYG000000080	Isolate	3256205	17	407399	44.35	99.33	4.03	82.35	99.61	99.69	20	GUT_GENOME000327	MGYG000000080	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	ERS2046349	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000080/genomes1/MGYG000000080.gff.gz
MGYG000000081	Isolate	2502902	24	215262	56.53	99.67	0.0	91.6	99.74	99.28	20	GUT_GENOME000330	MGYG000000081	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium propinquum	ERS2046352	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000081/genomes1/MGYG000000081.gff.gz
MGYG000000082	Isolate	3378595	129	80144	42.69	99.93	0.13	94.96	99.67	99.83	20	GUT_GENOME000337	MGYG000000082	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter mesopotamicus	ERS2046353	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000082/genomes1/MGYG000000082.gff.gz
MGYG000000083	Isolate	5860218	44	632220	39.6	98.63	3.81	95.8	99.67	99.83	20	GUT_GENOME000338	MGYG000000083	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_B;f__DSM-1321;g__Peribacillus;s__Peribacillus simplex	ERS2046359	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000083/genomes1/MGYG000000083.gff.gz
MGYG000000084	Isolate	3006488	45	98955	58.23	97.28	0.0	94.96	99.74	99.83	19	GUT_GENOME000367	MGYG000000084	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis	ERS846613	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000084/genomes1/MGYG000000084.gff.gz
MGYG000000085	Isolate	2097128	50	106906	59.94	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME000396	MGYG000000085	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS846600	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000085/genomes1/MGYG000000085.gff.gz
MGYG000000086	Isolate	3340146	156	59382	59.05	98.66	0.67	0.0	99.74	99.86	20	GUT_GENOME000420	MGYG000000086	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp902363045	ERS846626	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000086/genomes1/MGYG000000086.gff.gz
MGYG000000087	Isolate	3392100	124	70304	51.89	98.73	0.0	81.51	97.72	99.76	20	GUT_GENOME000423	MGYG000000087	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81 sp000435795	ERS846629	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000087/genomes1/MGYG000000087.gff.gz
MGYG000000088	Isolate	1947463	51	87267	37.53	100.0	0.0	94.12	99.67	91.08	20	GUT_GENOME000432	MGYG000000088	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus lutetiensis	ERS2046340	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000088/genomes1/MGYG000000088.gff.gz
MGYG000000089	Isolate	3052732	30	473238	46.51	97.99	0.0	89.92	81.21	99.86	19	GUT_GENOME000448	MGYG000000089	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__CAG-353 sp900066885	ERS2064585	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000089/genomes1/MGYG000000089.gff.gz
MGYG000000090	Isolate	3325516	113	88438	57.88	99.33	0.0	0.0	99.74	99.86	20	GUT_GENOME000459	MGYG000000090	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp014287875	ERS2064596	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000090/genomes1/MGYG000000090.gff.gz
MGYG000000091	Isolate	6684283	23	710199	67.55	99.53	0.47	0.0	99.61	99.79	20	GUT_GENOME000469	MGYG000000091	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter xylosoxidans	ERS2046475	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000091/genomes1/MGYG000000091.gff.gz
MGYG000000092	Isolate	3773903	65	227761	48.29	99.37	0.0	0.0	99.67	99.73	20	GUT_GENOME000479	MGYG000000092	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7160;s__UBA7160 sp902363135	ERS2064605	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000092/genomes1/MGYG000000092.gff.gz
MGYG000000093	Isolate	6212272	69	570737	55.62	100.0	0.76	95.8	99.67	99.79	20	GUT_GENOME000483	MGYG000000093	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A grimontii	ERS2046477	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000093/genomes1/MGYG000000093.gff.gz
MGYG000000094	Isolate	2278070	41	178732	60.06	100.0	0.81	94.12	99.61	99.45	20	GUT_GENOME000484	MGYG000000094	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902363125	ERS2064607	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000094/genomes1/MGYG000000094.gff.gz
MGYG000000095	Isolate	5524222	39	282062	48.25	99.37	2.37	0.0	99.61	99.83	20	GUT_GENOME000496	MGYG000000095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066755;s__GCA-900066755 sp902363085	ERS2046386	ERP105624	United Kingdom	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000095/genomes1/MGYG000000095.gff.gz
MGYG000000096	Isolate	2296803	34	553794	38.74	99.82	0.0	91.6	99.67	99.83	20	GUT_GENOME000508	MGYG000000096	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc pseudomesenteroides	ERS2046496	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000096/genomes1/MGYG000000096.gff.gz
MGYG000000097	Isolate	1849821	21	206799	41.09	99.3	0.0	94.12	99.74	99.83	20	GUT_GENOME000509	MGYG000000097	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus animalis	ERS2046480	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000097/genomes1/MGYG000000097.gff.gz
MGYG000000098	Isolate	4868436	113	125364	39.37	99.26	0.0	94.12	99.67	99.52	20	GUT_GENOME000513	MGYG000000098	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides bouchesdurhonensis	ERS2046500	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000098/genomes1/MGYG000000098.gff.gz
MGYG000000099	Isolate	4030172	26	451145	60.0	99.33	0.13	93.28	99.74	99.86	20	GUT_GENOME000518	MGYG000000099	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	ERS2046505	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000000/MGYG000000099/genomes1/MGYG000000099.gff.gz
MGYG000000100	Isolate	2685351	17	396778	35.27	99.28	1.9	94.96	99.74	99.79	20	GUT_GENOME000522	MGYG000000100	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Massilibacillaceae;g__CABIZH01;s__CABIZH01 sp902363205	ERS2046508	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000100/genomes1/MGYG000000100.gff.gz
MGYG000000101	Isolate	2543489	45	266475	72.95	98.7	0.92	95.8	99.74	99.62	20	GUT_GENOME000530	MGYG000000101	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	ERS2046482	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000101/genomes1/MGYG000000101.gff.gz
MGYG000000102	Isolate	3838773	34	717148	28.37	100.0	0.0	89.08	99.74	99.83	20	GUT_GENOME000534	MGYG000000102	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Terrisporobacter;s__Terrisporobacter sp902363255	ERS2046519	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000102/genomes1/MGYG000000102.gff.gz
MGYG000000103	Isolate	4467403	50	374449	54.98	100.0	2.13	94.96	99.74	99.73	20	GUT_GENOME000537	MGYG000000103	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Bacilliculturomica;s__Bacilliculturomica massiliensis	ERS2046483	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000103/genomes1/MGYG000000103.gff.gz
MGYG000000104	Isolate	3679160	69	138355	27.9	98.39	1.7	94.96	99.67	99.83	20	GUT_GENOME000545	MGYG000000104	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium cuniculi	ERS2046484	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000104/genomes1/MGYG000000104.gff.gz
MGYG000000105	Isolate	3966085	23	655330	45.47	99.26	0.0	94.96	99.67	99.59	20	GUT_GENOME000554	MGYG000000105	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	ERS2046486	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000105/genomes1/MGYG000000105.gff.gz
MGYG000000106	Isolate	3151412	18	476239	40.69	99.25	0.0	94.96	99.67	99.79	20	GUT_GENOME000558	MGYG000000106	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_D;s__Enterococcus_D gallinarum	ERS2046547	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000106/genomes1/MGYG000000106.gff.gz
MGYG000000107	Isolate	5859765	37	423696	55.23	100.0	0.11	95.8	99.67	57.26	20	GUT_GENOME000559	MGYG000000107	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__Klebsiella_A oxytoca	ERS2046548	ERP105624	Canada	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut/v2.0/all_genomes/MGYG0000001/MGYG000000107/genomes1/MGYG000000107.gff.gz
