Genome	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	Lineage	Sample_accession	Study_accession	Country	Continent	FTP_download
MGYG000298128	MAG	2094362	197	33282	59.9	93.11	0.91	94.96	99.67	99.83	20	GCA_015265395	MGYG000298128	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	SAMN14571030	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298128/genomes1/MGYG000298128.gff.gz
MGYG000298133	MAG	1490394	185	16268	48.42	94.35	2.02	0.0	0.0	0.0	19	GCA_015258785	MGYG000298133	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570606	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298133/genomes1/MGYG000298133.gff.gz
MGYG000298134	MAG	2127545	1	2127545	57.72	98.39	0.99	0.0	99.74	99.42	20	CAKAFR01	MGYG000298134	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces graevenitzii	ERS7766763	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298134/genomes1/MGYG000298134.gff.gz
MGYG000298136	MAG	1904485	115	23920	39.59	98.36	1.79	94.96	0.0	13.06	19	CAJPJH01	MGYG000298136	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp001815355	ERS6076928	ERP126158	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298136/genomes1/MGYG000298136.gff.gz
MGYG000298137	MAG	2501992	54	67938	46.6	96.67	0.0	0.0	61.64	0.0	18	CAJPTC01	MGYG000298137	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae_A;g__Bacteroides_D;s__	ERS6080755	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298137/genomes1/MGYG000298137.gff.gz
MGYG000298138	MAG	2301587	42	91968	57.12	99.65	0.58	0.0	0.0	0.0	20	CAJPPM01	MGYG000298138	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Centipeda;s__Centipeda artemidis	ERS6080668	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298138/genomes1/MGYG000298138.gff.gz
MGYG000298139	MAG	577738	111	5651	41.02	56.94	0.71	0.0	0.0	0.0	6	CAJPOO01	MGYG000298139	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_N;s__Eubacterium_N saphenum	ERS6080638	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298139/genomes1/MGYG000298139.gff.gz
MGYG000298142	MAG	1534236	753	2451	65.91	70.8	1.72	0.0	0.0	0.0	16	GCA_015256445	MGYG000298142	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__	SAMN14570724	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298142/genomes1/MGYG000298142.gff.gz
MGYG000298144	MAG	1848707	82	37270	37.95	97.52	0.0	0.0	0.0	0.0	17	CAJPUH01	MGYG000298144	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus constellatus	ERS6080784	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298144/genomes1/MGYG000298144.gff.gz
MGYG000298146	MAG	749127	68	15738	50.74	58.26	0.0	0.0	99.67	0.0	20	CAJPIQ01	MGYG000298146	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1103;s__	ERS6076634	ERP124374	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298146/genomes1/MGYG000298146.gff.gz
MGYG000298148	MAG	2031591	439	6968	39.97	85.7	0.84	0.0	19.9	0.0	14	GCA_015258085	MGYG000298148	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__	SAMN14570640	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298148/genomes1/MGYG000298148.gff.gz
MGYG000298153	MAG	2554535	229	15944	55.42	92.42	1.9	0.0	0.0	0.0	19	CAJPNW01	MGYG000298153	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Flexilinea;s__Flexilinea sp001717545	ERS6080613	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298153/genomes1/MGYG000298153.gff.gz
MGYG000298154	MAG	1784713	147	16516	46.09	80.65	4.3	0.0	0.0	0.0	14	CAJPOL01	MGYG000298154	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__	ERS6080632	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298154/genomes1/MGYG000298154.gff.gz
MGYG000298155	MAG	1393631	237	9129	48.76	97.31	0.89	0.0	0.0	0.0	19	GCA_015258705	MGYG000298155	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__Lancefieldella sp000564995	SAMN14570611	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298155/genomes1/MGYG000298155.gff.gz
MGYG000298156	MAG	1852535	208	18656	39.53	94.92	1.55	0.0	19.44	0.0	13	GCA_015264435	MGYG000298156	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella rogosae	SAMN14571085	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298156/genomes1/MGYG000298156.gff.gz
MGYG000298159	MAG	2813865	85	58841	37.04	99.66	0.0	0.0	0.0	0.0	19	GCA_015261995	MGYG000298159	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella pallens	SAMN14570924	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298159/genomes1/MGYG000298159.gff.gz
MGYG000298160	MAG	1598362	120	21375	59.7	96.61	0.15	0.0	60.01	0.0	20	CAJPTJ01	MGYG000298160	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Dethiosulfovibrionaceae;g__Jonquetella;s__Jonquetella anthropi	ERS6080766	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298160/genomes1/MGYG000298160.gff.gz
MGYG000298165	MAG	2528667	108	29850	50.12	97.51	1.02	0.0	0.0	0.0	19	CAJPTH01	MGYG000298165	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp003043945	ERS6080768	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298165/genomes1/MGYG000298165.gff.gz
MGYG000298171	MAG	2606510	68	77199	47.98	98.41	1.3	0.0	0.0	0.0	19	GCA_013333935	MGYG000298171	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013333935	SAMN14602633	SRP256368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298171/genomes1/MGYG000298171.gff.gz
MGYG000298173	MAG	691421	43	25517	40.05	80.88	0.0	0.0	31.25	11.18	18	CAJPPG01	MGYG000298173	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__	ERS6080670	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298173/genomes1/MGYG000298173.gff.gz
MGYG000298177	MAG	1204485	307	3834	58.92	50.5	0.0	94.12	0.0	11.04	12	CAJZDR01	MGYG000298177	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__Cardiobacterium hominis	ERS7599756	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298177/genomes1/MGYG000298177.gff.gz
MGYG000298178	MAG	2362988	123	24975	53.74	98.23	0.99	95.8	99.67	99.73	20	CAJZEF01	MGYG000298178	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia dentocariosa	ERS7599779	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298178/genomes1/MGYG000298178.gff.gz
MGYG000298181	MAG	2497167	4	2113346	41.8	89.45	0.64	0.0	99.67	99.52	20	CAKAHF01	MGYG000298181	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;s__	ERS7766717	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298181/genomes1/MGYG000298181.gff.gz
MGYG000298182	MAG	2374527	242	12929	57.85	94.68	1.45	0.0	0.0	0.0	14	CAJPRR01	MGYG000298182	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__	ERS6080711	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298182/genomes1/MGYG000298182.gff.gz
MGYG000298183	MAG	2522186	257	13155	46.83	93.08	0.59	0.0	0.0	0.0	9	CAJZGZ01	MGYG000298183	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus paracasei	ERS7621712	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298183/genomes1/MGYG000298183.gff.gz
MGYG000298187	MAG	1665220	2	1417331	40.9	95.72	0.0	94.96	99.74	99.62	19	CAKAFC01	MGYG000298187	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__	ERS7766731	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298187/genomes1/MGYG000298187.gff.gz
MGYG000298190	MAG	1230394	279	4660	45.09	53.11	0.0	0.0	0.0	0.0	8	CAJPTN01	MGYG000298190	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella koreensis	ERS6080763	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298190/genomes1/MGYG000298190.gff.gz
MGYG000298193	MAG	1564676	21	96975	45.3	98.58	0.0	0.0	35.16	0.0	18	CAJPUB01	MGYG000298193	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mogibacterium;s__Mogibacterium timidum	ERS6080787	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298193/genomes1/MGYG000298193.gff.gz
MGYG000298197	MAG	3017529	1	3017529	35.1	97.95	0.0	0.0	99.67	99.52	20	CAKAIS01	MGYG000298197	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum umeaense	ERS7766760	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002981/MGYG000298197/genomes1/MGYG000298197.gff.gz
MGYG000298200	MAG	1847800	111	35822	34.86	94.66	0.64	0.0	0.0	0.0	11	CAJZJZ01	MGYG000298200	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	ERS7621673	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298200/genomes1/MGYG000298200.gff.gz
MGYG000298202	MAG	2203954	13	185807	49.25	99.92	0.0	0.0	0.0	0.0	20	CAJZHX01	MGYG000298202	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria subflava_C	ERS7621648	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298202/genomes1/MGYG000298202.gff.gz
MGYG000298206	MAG	3326315	298	16323	73.11	91.98	3.01	65.55	0.0	49.68	19	CAJPME01	MGYG000298206	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces dentalis	ERS6080586	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298206/genomes1/MGYG000298206.gff.gz
MGYG000298207	MAG	679537	66	12251	51.28	58.52	0.0	0.0	0.0	22.39	20	CAJPSI01	MGYG000298207	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA1103;s__	ERS6080736	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298207/genomes1/MGYG000298207.gff.gz
MGYG000298211	MAG	2519807	212	16214	41.21	92.12	0.51	95.8	0.0	10.77	13	CAJPSW01	MGYG000298211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000467895	ERS6080744	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298211/genomes1/MGYG000298211.gff.gz
MGYG000298213	MAG	2203294	134	24504	64.18	94.77	1.26	0.0	0.0	0.0	17	CAJZKY01	MGYG000298213	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia bouchesdurhonensis	ERS7621630	ERP125117	France	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298213/genomes1/MGYG000298213.gff.gz
MGYG000298218	MAG	1353691	2	1095717	48.32	86.5	0.0	94.12	99.67	99.42	18	CAKAGG01	MGYG000298218	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	ERS7766772	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298218/genomes1/MGYG000298218.gff.gz
MGYG000298221	MAG	2242619	127	25661	59.26	98.26	1.43	94.96	0.0	99.86	19	CAJZFC01	MGYG000298221	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__;s__	ERS7599744	ERP108069	China	Asia	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298221/genomes1/MGYG000298221.gff.gz
MGYG000298222	MAG	717051	10	122907	48.42	63.82	0.85	0.0	0.0	10.91	18	CAJPQG01	MGYG000298222	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;s__	ERS6080689	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298222/genomes1/MGYG000298222.gff.gz
MGYG000298225	MAG	1788391	294	6745	38.89	88.21	0.0	89.08	0.0	0.0	18	CAJPPE01	MGYG000298225	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema_B;s__	ERS6080637	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298225/genomes1/MGYG000298225.gff.gz
MGYG000298230	MAG	2131817	198	14550	42.2	91.47	1.55	0.0	0.0	0.0	14	CAJZHV01	MGYG000298230	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter aphrophilus	ERS7621641	ERP125117	Germany	Europe	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298230/genomes1/MGYG000298230.gff.gz
MGYG000298236	MAG	714681	185	5134	41.04	76.25	0.0	0.0	24.53	0.0	19	GCA_015257445	MGYG000298236	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__UBA2866;s__	SAMN14570673	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298236/genomes1/MGYG000298236.gff.gz
MGYG000298237	MAG	2627796	187	20423	68.52	93.48	1.07	0.0	0.0	0.0	17	CAKAQJ01	MGYG000298237	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp000195595	ERS7876850	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298237/genomes1/MGYG000298237.gff.gz
MGYG000298242	MAG	2550728	75	53035	43.3	99.32	0.0	0.0	0.0	0.0	19	CAJPOK01	MGYG000298242	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella intermedia	ERS6080634	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298242/genomes1/MGYG000298242.gff.gz
MGYG000298256	MAG	3131644	286	15243	70.77	92.81	1.18	0.0	0.0	0.0	19	CAJPSY01	MGYG000298256	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces gerencseriae	ERS6080754	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298256/genomes1/MGYG000298256.gff.gz
MGYG000298265	MAG	1509299	173	12037	41.51	78.29	1.9	0.0	0.0	0.0	6	CAJPSM01	MGYG000298265	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	ERS6080739	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298265/genomes1/MGYG000298265.gff.gz
MGYG000298266	MAG	1533895	223	8188	41.76	84.08	2.43	0.0	0.0	0.0	4	CAJPSH01	MGYG000298266	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mitis_BJ	ERS6080730	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298266/genomes1/MGYG000298266.gff.gz
MGYG000298267	MAG	2801745	1	2801745	36.06	93.73	0.0	0.0	99.67	99.73	20	CAKAHN01	MGYG000298267	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__	ERS7766727	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298267/genomes1/MGYG000298267.gff.gz
MGYG000298279	MAG	2053269	94	35866	43.59	87.2	1.5	0.0	0.0	0.0	5	GCA_015265135	MGYG000298279	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_F	SAMN14571050	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298279/genomes1/MGYG000298279.gff.gz
MGYG000298290	MAG	2379306	208	21119	45.22	96.91	0.37	0.0	0.0	0.0	17	GCA_015260745	MGYG000298290	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000599605	SAMN14570986	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298290/genomes1/MGYG000298290.gff.gz
MGYG000298292	MAG	2344434	58	65722	46.93	98.38	0.0	0.0	0.0	0.0	19	CAKART01	MGYG000298292	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__	ERS7876830	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298292/genomes1/MGYG000298292.gff.gz
MGYG000298296	MAG	1419189	175	14337	48.77	93.1	2.35	94.12	0.0	0.0	20	GCA_015259105	MGYG000298296	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Lancefieldella;s__	SAMN14570590	SRP311368	USA	North America	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002982/MGYG000298296/genomes1/MGYG000298296.gff.gz
MGYG000298301	MAG	1849033	22	142560	58.78	99.24	0.0	0.0	0.0	0.0	20	CAJPMY01	MGYG000298301	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Parascardovia;s__Parascardovia denticolens	ERS6080605	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002983/MGYG000298301/genomes1/MGYG000298301.gff.gz
MGYG000298302	MAG	2468476	56	85082	46.52	98.5	0.0	0.0	42.79	63.73	19	CAJPOW01	MGYG000298302	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella tannerae	ERS6080646	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002983/MGYG000298302/genomes1/MGYG000298302.gff.gz
MGYG000298303	MAG	3378614	10	601293	38.48	89.87	3.75	0.0	99.67	99.86	20	CAKAGA01	MGYG000298303	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;s__	ERS7766746	DRP005925	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002983/MGYG000298303/genomes1/MGYG000298303.gff.gz
MGYG000298309	MAG	1500032	12	285781	53.07	96.51	0.15	0.0	0.0	0.0	20	CAJPRY01	MGYG000298309	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Scardovia;s__Scardovia wiggsiae	ERS6080719	ERP127228	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002983/MGYG000298309/genomes1/MGYG000298309.gff.gz
MGYG000298315	MAG	1833857	154	20126	39.34	88.27	1.44	94.12	0.0	0.0	18	CAKARS01	MGYG000298315	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	ERS7876814	ERP131993	not provided	not provided	ftp://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-oral/v1.0/all_genomes/MGYG0002983/MGYG000298315/genomes1/MGYG000298315.gff.gz
